IBIS codes,Destinations,TDE,Calendar,Country Code,Area Code,Price/min,Price Status,Comment,Cli,Start Date,End Date
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,31823,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,31824,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,31825,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,31826,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,31827,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,31828,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,31829,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,31830,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,31831,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,31832,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,31833,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,31834,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,31835,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,31836,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,31837,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,318650,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,31940,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,31941,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,31942,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,31943,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,31944,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,31945,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,32662452,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,32779581,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,32811,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,32812,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,32813,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,32814,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,32815,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,32816,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,32940,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,33001,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,33004,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,330070,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,33009299,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,330125,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,330240,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,330321,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,330322,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,330323,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,330324,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,331010,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,33811,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,33812,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,33813,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,33814,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,33815,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,33816,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,33817,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,33818,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,33940,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,34001,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,340040,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,340240,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,34303848,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,34500,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,34811,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,34812,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,34813,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,34814,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,34815,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,34816,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,34817,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,34818,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,349400,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,349401,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,349402,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,349403,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,349404,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,35001,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,350040,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,350240,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,35745119,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,35813,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,35814,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,35815,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,35816,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,35817,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,35818,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,35819,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,35820,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,359400,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,359401,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,359402,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,359403,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,359404,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,35966484,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,360040,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,360240,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,361500,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,361610,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,36811,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,36812,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,36813,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,36814,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,36815,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,369400,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,369401,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,369402,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,369403,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,369404,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,39001,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,390040,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,390240,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,391010,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,39500,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,397000,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,397001,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,397002,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,397003,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,39811,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,39812,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,39813,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,39814,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,39815,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,39816,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,39817,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,39818,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,39940,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,399410,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,399411,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,399412,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,399413,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,399414,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,400040,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,400240,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,401010,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,401610,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,40555,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,40940,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,411010,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,411011,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,411012,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,411013,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,411014,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,411100,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,411610,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,411800,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,411801,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,411802,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,411803,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,411804,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,413290,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,414022,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,41450,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,41492,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,415010,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,415170,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,415171,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,415172,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,415173,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,415174,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,417,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,41811,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,41812,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,41813,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,41814,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,41815,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,41816,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,41817,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,41818,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,41819,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,41820,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,41821,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,41822,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,41823,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,418650,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,419120,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,42004,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,420240,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,4213300,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,4213301,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,4213302,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,4213303,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,4213304,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,421500,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,42307714,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,42940,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,43001,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,43004,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,430070,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,430125,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,430230,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,430240,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,43050,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,43051,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,43056,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,431010,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,431020,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,431021,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,431022,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,431100,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,431610,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,434220,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,43555,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,4370303,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,43811,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,43812,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,43813,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,43814,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,43815,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,43816,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,43817,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,43818,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,439120,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,440000,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,44001,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,44004,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,440100,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,440125,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,440240,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,440500,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,440501,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,440502,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,440503,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,440504,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,440720,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,441100,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,442200,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,442201,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,442202,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,442203,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,442204,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,443330,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,448100,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,44811,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,44812,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,44813,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,44814,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,44815,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,44816,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,44817,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,44818,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,44819,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,44820,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,44821,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,44822,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,45001,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,450040,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,450240,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,450500,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,451010,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,45280872,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,45555,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,46001,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,460040,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,460240,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,46555,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,469400,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,470040,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,470240,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,470500,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,470501,0.43350,,,YES,1-Sep-18,
